Time,proximity,ambient,leanForward,qW,qX,qY,qZ,aX,aY,aZ
1499782096888,4183,413,31.759415,-0.930725,0.029541,-0.272034,-0.24267600000000006,-0.01,0.04,-0.01
1499782096944,4187,413,31.654244,-0.931152,0.028381,-0.271301,-0.242065,-0.1,-0.04,-0.1
1499782097000,4210,413,31.625097,-0.931213,0.028076,-0.270996,-0.242004,0.0,0.1,0.0
1499782097052,4214,413,31.528355,-0.931458,0.028015,-0.270264,-0.242065,0.01,0.0,0.01
1499782097105,4218,413,31.418647,-0.93158,0.028442,-0.269226,-0.242554,0.06,0.01,0.06
1499782097157,4239,413,31.258729,-0.931824,0.028809,-0.267883,-0.243164,0.02,0.08,0.02
1499782097210,4247,386,31.137635,-0.932068,0.028931,-0.266785,-0.243286,0.0,0.0,0.0
1499782097263,4271,386,31.027992,-0.932434,0.028442,-0.26593,-0.24292,0.05,-0.04,0.05
1499782097315,4282,386,30.92201,-0.932739,0.028076,-0.265137,-0.242798,0.0,-0.07,0.0
1499782097368,4302,386,30.838675,-0.932922,0.027771,-0.264404,-0.242798,0.07,0.05,0.07
1499782097421,4324,386,30.584088,-0.933594,0.026367,-0.26245100000000005,-0.242615,0.0,-0.12,0.0
1499782097473,4332,386,30.472651000000006,-0.933655,0.026245,-0.261475,-0.243347,-0.07,0.04,-0.07
1499782097526,4343,386,30.460140000000006,-0.933533,0.026672,-0.261353,-0.243958,-0.09,-0.1,-0.09
1499782097578,4342,386,30.479612,-0.933411,0.027222000000000003,-0.261475,-0.244263,-0.06,0.0,-0.06
1499782097631,4352,386,30.515432,-0.933289,0.027649,-0.261658,-0.244324,0.03,0.02,0.03
1499782097684,4352,315,30.515432,-0.933289,0.027649,-0.261658,-0.244324,-0.02,-0.02,-0.02
1499782097736,4365,315,30.511544,-0.933289,0.027527,-0.261719,-0.244446,0.13,0.17,0.13
1499782097789,4376,315,30.497453000000004,-0.93335,0.026855,-0.261597,-0.244263,0.06,0.12,0.06
1499782097842,4392,315,30.492217,-0.933472,0.026306,-0.261658,-0.243896,0.09,0.05,0.09
1499782097894,4424,315,30.585609,-0.933533,0.025574,-0.26245100000000005,-0.242737,0.16,0.0,0.16
1499782097947,4427,315,30.588257,-0.933777,0.024963,-0.26263400000000003,-0.241882,0.0,0.06,0.0
1499782098000,4468,315,30.715524,-0.93335,0.026184,-0.263489,-0.242249,-0.03,-0.08,-0.03
1499782098055,4468,315,30.765397,-0.932983,0.027527,-0.263855,-0.243286,0.05,0.17,0.05
1499782098111,4456,315,30.766839,-0.9328,0.028687,-0.263672,-0.243896,0.1,0.21,0.1
1499782098166,4464,315,30.763019,-0.932922,0.028992,-0.26361100000000004,-0.243469,-0.01,-0.08,-0.01
1499782098222,4483,295,30.762508,-0.933105,0.029175,-0.26361100000000004,-0.242798,-0.05,-0.04,-0.05
1499782098277,4482,295,30.77495,-0.933228,0.029358,-0.263672,-0.242188,0.0,0.08,0.0
1499782098333,4471,295,30.79679,-0.933228,0.029480000000000006,-0.263916,-0.242065,-0.02,0.11,-0.02
1499782098388,4459,295,30.818327000000004,-0.933228,0.029602,-0.264099,-0.241882,0.04,0.14,0.04
1499782098444,4423,295,30.813078000000004,-0.933289,0.029236,-0.264099,-0.241699,0.17,0.05,0.17
1499782098500,4405,295,30.756104,-0.933472,0.028198,-0.263672,-0.24145500000000006,0.04,-0.05,0.04
1499782098555,4382,295,30.759711,-0.933472,0.028198,-0.263733,-0.24145500000000006,-0.17,0.12,-0.17
1499782098611,4286,295,31.08045,-0.932556,0.028992,-0.266296,-0.241943,0.01,-0.02,0.01
1499782098666,4254,295,31.354656,-0.931824,0.030518,-0.268433,-0.242188,0.1,0.22,0.1
1499782098722,4178,295,31.621505,-0.931519,0.031433,-0.270691,-0.240967,-0.05,0.0,-0.05
1499782098777,4111,311,31.925456,-0.931152,0.032227,-0.27313200000000004,-0.239441,-0.21,0.02,-0.21
1499782098833,4031,311,32.276317,-0.930725,0.033264,-0.276001,-0.23773200000000005,-0.05,0.05,-0.05
1499782098888,3876,311,32.711801,-0.930115,0.034668,-0.27941900000000003,-0.235718,-0.02,-0.04,-0.02
1499782098944,3816,311,33.1666,-0.929077,0.036438,-0.283081,-0.235291,-0.01,0.05,-0.01
1499782099000,3722,311,33.581387,-0.927734,0.039612,-0.286133,-0.236328,0.37,-0.47,0.37
1499782099052,3694,311,33.907257,-0.92572,0.045044,-0.288086,-0.240845,0.25,0.66,0.25
1499782099105,3656,311,34.347396,-0.923889,0.048157,-0.291321,-0.243408,0.03,0.34,0.03
1499782099157,3648,311,34.934735,-0.922668,0.0495,-0.296021,-0.242004,0.15,0.61,0.15
1499782099210,3615,311,36.553411,-0.923401,0.047302,-0.31005900000000003,-0.221375,-0.13,0.15,-0.13
1499782099263,3598,311,37.398167,-0.924133,0.042603,-0.317749,-0.207825,-0.19,0.05,-0.19
1499782099315,3582,443,38.093219,-0.924683,0.036255,-0.324341,-0.196167,-0.14,-0.4,-0.14
1499782099368,3575,443,38.703705,-0.9245,0.03064,-0.329956,-0.188416,0.11,-0.47,0.11
1499782099421,3567,443,39.130509,-0.923889,0.025452,-0.333923,-0.185181,0.23,-0.98,0.23
1499782099473,3560,443,39.360061,-0.923157,0.022522,-0.335999,-0.185364,0.14,-0.71,0.14
1499782099526,3558,443,39.578622,-0.921631,0.022034,-0.33783,-0.189636,0.31,-0.1,0.31
1499782099578,3557,443,39.639695,-0.920715,0.022827,-0.33825700000000003,-0.193115,0.34,0.21,0.34
1499782099631,3549,443,39.733663,-0.920471,0.023499000000000003,-0.338989,-0.192932,0.14,-0.69,0.14
1499782099684,3539,443,39.952919,-0.919617,0.025452,-0.340698,-0.193909,-0.64,-0.05,-0.64
1499782099736,3510,443,40.186256,-0.917664,0.032349,-0.342041,-0.199707,-0.75,0.6,-0.75
1499782099789,3479,467,41.185961,-0.911682,0.052063,-0.347839,-0.212402,0.49,0.6,0.49
1499782099842,3471,467,41.712086,-0.90979,0.05841100000000001,-0.351196,-0.213379,0.72,-0.79,0.72
1499782099894,3464,467,41.769912,-0.908936,0.061951,-0.351013,-0.216125,-0.14,0.06,-0.14
1499782099947,3460,467,42.04356,-0.90741,0.06604,-0.3526,-0.218933,0.41,0.24,0.41
1499782100000,3456,467,42.054798,-0.907227,0.070007,-0.351929,-0.219543,-0.09,0.39,-0.09
1499782100055,3457,467,41.958963,-0.90741,0.073486,-0.350403,-0.220032,0.88,-0.34,0.88
1499782100111,3460,467,41.74725,-0.907166,0.077209,-0.347839,-0.223816,0.02,-0.3,0.02
1499782100166,3462,467,41.737256,-0.905945,0.082642,-0.346497,-0.228821,-0.1,-0.06,-0.1
1499782100222,3464,467,41.793351,-0.90564,0.08606,-0.34613,-0.229309,0.02,-0.13,0.02
1499782100277,3458,467,42.161625,-0.904968,0.088013,-0.34875500000000004,-0.227295,0.26,0.43,0.26
1499782100333,3455,467,42.560842,-0.904297,0.09259,-0.350891,-0.224731,-0.33,0.96,-0.33
1499782100388,3444,461,43.253334,-0.904541,0.096558,-0.355652,-0.214355,-0.63,-0.8,-0.63
1499782100444,3445,461,43.866928,-0.902344,0.099731,-0.359985,-0.215088,-0.59,-0.64,-0.59
1499782100500,3432,461,44.376698,-0.899475,0.103882,-0.363098,-0.219849,0.36,0.1,0.36
1499782100555,3427,461,44.960757,-0.8981319999999999,0.111694,-0.365662,-0.217102,-1.09,-1.02,-1.09
1499782100611,3427,461,45.996435,-0.895508,0.125183,-0.370117,-0.213135,-0.76,1.95,-0.76
1499782100666,3428,461,47.317963,-0.892273,0.132751,-0.378662,-0.206848,1.26,-1.94,1.26
1499782100722,3427,461,47.308219,-0.891602,0.132385,-0.378723,-0.2099,0.42,2.07,0.42
1499782100777,3422,461,46.828851,-0.8920899999999999,0.127747,-0.376282,-0.215088,-0.68,1.95,-0.68
1499782100833,3424,461,47.325724,-0.890869,0.134705,-0.378113,-0.21283,0.85,0.19,0.85
1499782100888,3415,461,45.146727,-0.892761,0.12298599999999997,-0.363586,-0.235779,1.41,0.57,1.41
1499782100944,3415,484,44.764961,-0.8943479999999999,0.121887,-0.360779,-0.234863,-1.39,0.13,-1.39
1499782101000,3423,484,46.486872,-0.890381,0.130798,-0.372314,-0.226868,0.25,-0.71,0.25
1499782101052,3449,484,48.176558,-0.88269,0.14917,-0.379944,-0.233032,2.38,1.95,2.38
1499782101105,3461,484,46.461052,-0.886658,0.156799,-0.361938,-0.241394,-1.96,-2.04,-1.96
1499782101157,3559,484,48.891067,-0.871094,0.173828,-0.375549,-0.264465,-0.12,-1.84,-0.12
1499782101210,3638,484,52.891847,-0.8487549999999999,0.236877,-0.377136,-0.285095,3.08,2.05,3.08
1499782101263,3611,484,52.566591,-0.850403,0.251038,-0.364807,-0.28418000000000004,5.67,3.83,5.67
1499782101315,3499,484,45.706079,-0.872864,0.209839,-0.326782,-0.29541,-23.07,-0.22,-23.07
1499782101368,3532,484,45.017869,-0.8799440000000001,0.191284,-0.331604,-0.28131100000000003,-0.33,0.07,-0.33
1499782101421,3538,484,44.703428,-0.8823850000000001,0.183472,-0.333069,-0.277039,0.0,-1.09,0.0
1499782101473,3618,405,44.53699500000001,-0.883484,0.190369,-0.327637,-0.275391,0.0,4.65,0.0
1499782101526,3655,405,44.37664,-0.885559,0.181885,-0.330933,-0.270447,-0.08,-0.6,-0.08
1499782101578,3992,405,44.096756,-0.8865360000000001,0.17913800000000002,-0.329895,-0.270447,-0.23,-0.96,-0.23
1499782101631,4077,405,44.24929,-0.8861690000000001,0.17840599999999998,-0.331665,-0.269897,-0.34,0.43,-0.34
1499782101684,4257,405,44.583287,-0.8847659999999999,0.17639200000000002,-0.33581500000000003,-0.270752,0.11,0.09,0.11
1499782101736,4126,405,45.32967100000001,-0.8837280000000001,0.166382,-0.347595,-0.265625,-1.47,1.96,-1.47
1499782101789,3656,405,46.0179,-0.884094,0.124817,-0.370361,-0.256042,1.43,-0.97,1.43
1499782101842,3619,405,45.90730900000001,-0.8887940000000001,0.094482,-0.378357,-0.240723,-0.18,-0.33,-0.18
1499782101894,3609,405,46.273518,-0.886597,0.103088,-0.37915,-0.244019,0.08,-0.26,0.08
1499782101947,3548,432,46.691674,-0.8863530000000001,0.116211,-0.378845,-0.239441,-0.25,0.51,-0.25
1499782102000,3519,432,47.05307,-0.8901370000000001,0.111938,-0.383179,-0.219849,-0.27,-0.31,-0.27
1499782102055,3522,432,46.48523400000001,-0.894775,0.074768,-0.387512,-0.208984,1.52,-1.31,1.52
1499782102111,3519,432,43.837552,-0.901428,0.06665,-0.36731,-0.219299,-4.3,1.31,-4.3
1499782102166,3514,432,43.748339,-0.900818,0.088074,-0.36200000000000004,-0.222961,0.05,0.41,0.05
1499782102222,3525,432,43.489962,-0.9006350000000001,0.08929400000000001,-0.359558,-0.227173,0.05,0.09,0.05
1499782102277,3531,432,42.94987,-0.901733,0.087463,-0.355469,-0.229858,-0.43,0.28,-0.43
1499782102333,3554,432,42.837512,-0.901428,0.100769,-0.351013,-0.232544,-0.1,-0.19,-0.1
1499782102388,3562,432,43.071897,-0.9003909999999999,0.115906,-0.348328,-0.233582,0.13,0.39,0.13
1499782102444,3577,432,43.074117,-0.901428,0.114624,-0.34875500000000004,-0.229492,-0.09,-0.45,-0.09
1499782102500,3585,446,43.045154,-0.900757,0.123047,-0.345581,-0.232422,0.32,0.48,0.32
1499782102555,3589,446,42.736437,-0.902771,0.122192,-0.343262,-0.228577,0.12,0.19,0.12
1499782102611,3593,446,42.349553,-0.904053,0.123047,-0.339661,-0.228577,0.1,-0.03,0.1
1499782102666,3598,446,42.397421,-0.903748,0.120544,-0.340942,-0.229126,-0.64,-0.82,-0.64
1499782102722,3627,446,42.148638,-0.903198,0.106873,-0.343323,-0.234375,0.14,0.33,0.14
1499782102777,3694,446,41.593523,-0.904968,0.093872,-0.342407,-0.234436,-0.25,0.26,-0.25
1499782102833,3703,446,41.493053,-0.905396,0.091064,-0.342346,-0.23407,0.03,0.66,0.03
1499782102888,3707,446,41.003495,-0.907349,0.0849,-0.339783,-0.232483,-0.12,-0.06,-0.12
1499782102944,3717,446,40.340769,-0.909729,0.07989500000000001,-0.335449,-0.231323,-0.02,0.1,-0.02
1499782103000,3720,446,39.587652,-0.91156,0.077454,-0.329712,-0.233276,0.06,-0.08,0.06
1499782103052,3719,436,38.541406,-0.913879,0.076782,-0.320984,-0.23645,-0.05,0.22,-0.05
1499782103105,3721,436,37.541782,-0.916016,0.075623,-0.312805,-0.239563,-0.17,0.18,-0.17
1499782103157,3719,436,36.481369,-0.918884,0.074036,-0.304138,-0.240173,0.0,0.27,0.0
1499782103210,3700,436,35.238964,-0.921936,0.07135,-0.294128,-0.241638,0.0,-0.09,0.0
1499782103263,3692,436,34.010494,-0.924805,0.067932,-0.284485,-0.243347,0.08,-0.28,0.08
1499782103315,3686,436,32.735883,-0.927124,0.063721,-0.274536,-0.24707,0.04,-0.02,0.04
1499782103368,3657,436,30.100475,-0.931091,0.056152,-0.253601,-0.256287,0.51,0.86,0.51
1499782103421,3630,436,28.726771000000006,-0.934509,0.050293,-0.242981,-0.25531,1.03,0.29,1.03
1499782103473,3623,436,27.508964,-0.937744,0.044617,-0.233521,-0.25317399999999995,0.21,-0.28,0.21
1499782103526,3615,436,26.668537,-0.938477,0.041687,-0.226807,-0.257019,0.43,0.35,0.43
1499782103578,3609,414,25.780903,-0.939209,0.039551,-0.219543,-0.260986,0.06,0.21,0.06
1499782103631,3603,414,24.857318,-0.938782,0.037476,-0.211975,-0.269043,0.19,0.03,0.19
1499782103684,3600,414,24.346609,-0.937073,0.035338999999999995,-0.207886,-0.27825900000000003,0.53,0.41,0.53
1499782103736,3584,414,23.626163,-0.936035,0.032776,-0.202026,-0.286194,0.42,0.15,0.42
1499782103789,3575,414,22.469813,-0.936462,0.02887,-0.192688,-0.291687,-0.31,0.36,-0.31
1499782103842,3569,414,21.673920000000006,-0.936523,0.025574,-0.186218,-0.295898,-0.4,-0.11,-0.4
1499782103894,3554,414,21.151641,-0.935547,0.025574,-0.181824,-0.301819,0.13,0.31,0.13
1499782103947,3538,414,19.355166,-0.938232,0.024048,-0.166382,-0.302429,-0.76,-0.33,-0.76
1499782104000,3544,414,18.848196,-0.938782,0.023315,-0.162048,-0.303101,-0.04,-0.17,-0.04
1499782104052,3544,349,18.393437,-0.939087,0.020996,-0.158447,-0.30426,-0.19,0.29,-0.19
1499782104105,3546,349,17.786233,-0.940125,0.015259,-0.15387,-0.303772,-0.47,0.24,-0.47
1499782104157,3557,349,17.576948,-0.940796,0.011475,-0.15240499999999998,-0.302612,-0.2,-0.1,-0.2
1499782104210,3565,349,17.385514999999998,-0.941467,0.007873999999999999,-0.15094000000000002,-0.301331,0.05,-0.03,0.05
1499782104263,3572,349,16.946126,-0.942139,0.0051270000000000005,-0.147217,-0.301086,0.0,-0.63,0.0
1499782104315,3573,349,16.255263,-0.9422,0.0051270000000000005,-0.141174,-0.303711,-0.17,0.04,-0.17
1499782104368,3570,349,15.507305,-0.942017,0.006348,-0.134766,-0.307251,-0.23,0.05,-0.23
1499782104421,3583,349,14.990759,-0.941467,0.007568000000000002,-0.130249,-0.310852,0.14,0.22,0.14
1499782104473,3587,349,14.71561,-0.94165,0.008179,-0.127808,-0.311279,0.58,0.31,0.58
1499782104526,3598,349,13.959160999999998,-0.941956,0.004639,-0.12145999999999997,-0.312988,0.53,0.18,0.53
1499782104578,3599,298,13.538109,-0.942322,0.001892,-0.11792,-0.313293,0.26,0.14,0.26
1499782104631,3597,298,13.404667000000002,-0.942444,0.001221,-0.11676,-0.313354,-0.17,-0.04,-0.17
1499782104684,3595,298,13.539356,-0.9422,0.002869,-0.11792,-0.31366,-0.08,0.21,-0.08
1499782104736,3604,298,13.980106,-0.942261,0.004639,-0.121521,-0.31195100000000003,0.22,-0.08,0.22
1499782104789,3595,298,14.183256,-0.942871,0.006226,-0.123169,-0.309387,-0.08,0.03,-0.08
1499782104842,3596,298,14.344041,-0.943176,0.008301000000000001,-0.12451199999999997,-0.307922,-0.04,0.2,-0.04
1499782104894,3591,298,14.484422,-0.943542,0.00946,-0.12573199999999998,-0.306335,0.07,0.07,0.07
1499782104947,3590,298,14.393527,-0.944214,0.009705,-0.124878,-0.30456500000000003,-0.16,0.3,-0.16
1499782105000,3589,298,14.361931,-0.944275,0.00946,-0.12451199999999997,-0.304443,0.04,0.14,0.04
1499782105055,3587,298,14.200349,-0.94458,0.008484,-0.123352,-0.304138,-0.04,0.2,-0.04
1499782105111,3589,308,13.976628,-0.945312,0.003662,-0.121582,-0.302612,0.15,0.11,0.15
1499782105166,3588,308,13.839796,-0.945618,0.001343,-0.120422,-0.302124,0.11,0.24,0.11
1499782105222,3589,308,13.654778,-0.945862,-0.001465,-0.118835,-0.302002,0.0,0.03,0.0
1499782105277,3584,308,13.484125,-0.946045,-0.003174,-0.11731,-0.302002,-0.07,0.15,-0.07
1499782105333,3585,308,13.338399,-0.94635,-0.004028,-0.115967,-0.301514,-0.09,0.0,-0.09
1499782105388,3582,308,13.195153,-0.946716,-0.003601,-0.114746,-0.300842,-0.08,0.0,-0.08
1499782105444,3583,308,12.985771000000002,-0.947327,-0.002563,-0.113159,-0.299683,-0.38,0.08,-0.38
1499782105500,3579,308,12.918747,-0.94812,-0.00116,-0.112549,-0.297363,-0.21,0.26,-0.21
1499782105555,3573,308,12.632253,-0.94928,-0.002136,-0.109985,-0.294556,-0.24,0.0,-0.24
1499782105611,3562,308,12.193657,-0.950928,-0.004761,-0.106201,-0.290649,-0.32,0.26,-0.32
1499782105666,3567,297,11.658784,-0.952454,-0.008545,-0.101135,-0.287231,-0.18,-0.05,-0.18
1499782105722,3565,297,10.427184,-0.955261,-0.015076,-0.089722,-0.281494,-0.25,0.19,-0.25
1499782105777,3594,297,9.834865,-0.956787,-0.017273,-0.08404500000000001,-0.277893,0.18,-0.05,0.18
1499782105833,3613,297,9.171897,-0.958313,-0.019653,-0.077454,-0.274292,0.15,0.11,0.15
1499782105888,3675,297,8.796524,-0.958923,-0.022156,-0.073303,-0.273071,-0.49,0.3,-0.49
1499782105944,3755,297,9.276546000000002,-0.960449,-0.024414,-0.07696499999999999,-0.266418,-0.79,0.36,-0.79
1499782106000,3908,297,10.828619,-0.959778,-0.025757,-0.090698,-0.264404,-0.56,0.06,-0.56
1499782106055,4747,297,13.897470000000002,-0.95575,-0.019226,-0.119385,-0.268127,2.79,-0.13,2.79
1499782106111,4818,297,14.194598,-0.957886,-0.019958,-0.121948,-0.259216,3.09,-0.38,3.09
1499782106166,3945,297,11.729437,-0.961548,-0.025757,-0.098938,-0.254944,0.96,-0.23,0.96
1499782106222,3738,139,8.689986,-0.964966,-0.032227,-0.06842000000000001,-0.25116,-1.92,-0.11,-1.92
1499782106277,3644,139,8.421296,-0.965759,-0.031921,-0.06591799999999999,-0.248779,-2.45,-0.15,-2.45
1499782106333,3627,139,9.183099,-0.966003,-0.025024,-0.075928,-0.245789,0.17,0.03,0.17
1499782106388,3612,139,8.921560000000003,-0.966675,-0.024231,-0.07366900000000001,-0.243835,-1.09,0.08,-1.09
1499782106444,3623,139,9.454488,-0.966797,-0.020813,-0.07989500000000001,-0.241943,0.7,-0.17,0.7
1499782106500,3626,139,9.734816,-0.966736,-0.018127,-0.083008,-0.241333,0.11,0.07,0.11
1499782106555,3626,139,10.02587,-0.966187,-0.014893,-0.08618200000000001,-0.242615,0.1,-0.15,0.1
1499782106611,3624,139,10.482796,-0.965698,-0.011353,-0.090576,-0.243042,0.24,-0.03,0.24
1499782106666,3618,139,10.890432,-0.964539,-0.007629,-0.094543,-0.246277,0.04,0.19,0.04
1499782106722,3652,139,11.301656,-0.96405,-0.003845,-0.09845,-0.246826,0.36,0.35,0.36
1499782106777,3688,237,11.660385,-0.963501,-0.002747,-0.101685,-0.247742,0.32,0.24,0.32
1499782106833,3759,237,11.938455,-0.963135,-0.001953,-0.104126,-0.248169,0.21,-0.21,0.21
1499782106888,3746,237,12.06641,-0.96283,0.002258,-0.10498,-0.248779,0.14,0.46,0.14
1499782106944,3624,237,12.839542,-0.96283,0.007201999999999998,-0.111511,-0.24585,0.3,0.19,0.3
1499782107000,3583,237,13.265871,-0.963074,0.0076900000000000015,-0.115173,-0.243164,-0.2,-0.13,-0.2
1499782107050,3572,237,13.924247,-0.962708,0.007996,-0.121094,-0.241943,0.12,-0.03,0.12
1499782107100,3565,237,14.430745000000002,-0.962524,0.007629,-0.125366,-0.240356,-0.12,0.03,-0.12
1499782107150,3564,237,14.995,-0.962341,0.00708,-0.130371,-0.238525,0.12,-0.14,0.12
1499782107200,3555,237,15.365302,-0.961914,0.008362,-0.133484,-0.238464,-0.13,0.08,-0.13
1499782107250,3562,237,15.814363,-0.962219,0.009827,-0.137146,-0.234924,-0.08,-0.03,-0.08
1499782107300,3576,333,16.273148000000006,-0.962158,0.013428,-0.140991,-0.23291,-0.29,0.11,-0.29
1499782107350,3628,333,16.991584,-0.961914,0.017334,-0.146606,-0.229919,0.07,0.25,0.07
1499782107400,3654,333,17.538923,-0.961853,0.018555,-0.151367,-0.227173,-0.26,-0.12,-0.26
1499782107450,3664,333,17.989446,-0.961609,0.018677000000000003,-0.155212,-0.225525,0.14,0.37,0.14
1499782107500,3555,333,18.256913,-0.960754,0.017212,-0.157776,-0.2276,-0.05,-0.23,-0.05
1499782107550,3530,333,18.262867,-0.9599,0.01593,-0.157959,-0.23114,-0.41,0.42,-0.41
1499782107600,3527,333,18.446054,-0.958984,0.015137,-0.159607,-0.23382600000000006,-0.4,-0.28,-0.4
1499782107650,3526,333,18.662805,-0.957886,0.016235,-0.16125499999999998,-0.236938,0.14,0.43,0.14
1499782107700,3519,333,18.761796,-0.957397,0.01593,-0.16217,-0.238342,-0.11,0.03,-0.11
1499782107750,3511,364,18.934313,-0.95697,0.015869,-0.163635,-0.239014,0.01,0.03,0.01
1499782107800,3521,364,19.045373,-0.956543,0.016784999999999998,-0.16449,-0.240051,0.04,0.15,0.04
1499782107850,3548,364,19.139782,-0.95697,0.017822,-0.165222,-0.237793,0.04,0.16,0.04
1499782107900,3561,364,19.256853,-0.95697,0.01886,-0.16626,-0.237183,0.05,-0.05,0.05
1499782107950,3556,364,19.480441,-0.956604,0.021362,-0.167908,-0.237305,-0.36,-0.1,-0.36
1499782108000,3524,364,19.963745,-0.955688,0.026917,-0.171204,-0.237915,-0.75,-0.12,-0.75
1499782108055,3445,364,23.174877,-0.948425,0.059143,-0.191956,-0.245239,0.33,0.22,0.33
1499782108111,3436,364,25.095209,-0.942566,0.076721,-0.203186,-0.253662,0.78,1.01,0.78
1499782108166,3427,364,26.333295,-0.938721,0.086548,-0.210754,-0.258728,-0.02,0.3,-0.02
1499782108222,3423,364,27.765939000000003,-0.936035,0.093018,-0.22113,-0.257385,0.22,0.21,0.22
1499782108277,3415,431,29.256714,-0.932983,0.098572,-0.232483,-0.256409,0.53,-0.06,0.53
1499782108333,3416,431,30.261366,-0.930786,0.102173,-0.240173,-0.25592,0.37,0.21,0.37
1499782108388,3425,431,31.093602,-0.928589,0.104553,-0.246826,-0.256714,-0.17,-0.14,-0.17
1499782108444,3429,431,31.866393,-0.926758,0.105469,-0.253479,-0.25647,-0.05,-0.48,-0.05
1499782108500,3431,431,32.781046999999994,-0.924866,0.103516,-0.26245100000000005,-0.254883,0.17,-0.04,0.17
1499782108555,3421,431,33.478545000000004,-0.923157,0.100281,-0.27002,-0.254639,-0.26,0.64,-0.26
1499782108611,3406,431,34.584467,-0.919983,0.098816,-0.280396,-0.255554,0.47,-1.24,0.47
1499782108666,3403,431,36.57833,-0.914001,0.108398,-0.294495,-0.257141,0.22,-0.07,0.22
1499782108722,3405,431,37.408731,-0.910583,0.117249,-0.298462,-0.26074200000000003,-0.02,0.14,-0.02
1499782108777,3408,431,38.175986,-0.907837,0.123779,-0.302673,-0.26245100000000005,0.01,0.08,0.01
1499782108833,3407,475,38.830679,-0.905884,0.12701400000000002,-0.307251,-0.262512,0.07,0.1,0.07
1499782108888,3412,475,39.333066,-0.90448,0.128418,-0.311035,-0.261963,0.41,0.15,0.41
1499782108944,3430,475,39.638105,-0.903564,0.128174,-0.313904,-0.261963,-0.11,-0.35,-0.11
1499782109000,3434,475,39.887702,-0.901794,0.131348,-0.314758,-0.26532,0.36,0.28,0.36
1499782109055,3444,475,39.764431,-0.901917,0.134155,-0.3125,-0.266235,-0.05,-0.34,-0.05
1499782109111,3446,475,39.684348,-0.901062,0.139221,-0.30957,-0.269958,-0.1,0.01,-0.1
1499782109166,3441,475,39.602707,-0.900879,0.14416500000000002,-0.306519,-0.271362,-0.52,0.18,-0.52
1499782109222,3437,475,39.67495200000001,-0.901184,0.14502,-0.306763,-0.269592,-0.11,0.0,-0.11
1499782109277,3422,475,39.832495,-0.902527,0.139282,-0.310852,-0.263428,0.03,0.04,0.03
